cluster_id,type,task_count,total_exec_cost,total_comm_volume,avg_affinity,max_criticality,primary_chiplet,spill_count
293,COMM_HEAVY,1,3087,0,0.0000,HIGH,6,0
294,COMM_HEAVY,1,2544,0,0.0000,HIGH,0,0
295,COMM_HEAVY,1,3454,0,0.0000,HIGH,1,0
296,COMM_HEAVY,1,3409,0,0.0000,HIGH,2,0
297,COMM_HEAVY,4,8256,292,0.6430,HIGH,3,0
298,COMM_HEAVY,1,3184,0,0.0000,MEDIUM,4,0
299,COMM_HEAVY,1,3452,0,0.0000,MEDIUM,5,0
300,COMM_HEAVY,1,3607,0,0.0000,MEDIUM,6,0
301,COMM_HEAVY,1,2086,0,0.0000,MEDIUM,0,0
302,COMM_HEAVY,1,2948,0,0.0000,MEDIUM,1,0
303,COMM_HEAVY,1,2152,0,0.0000,MEDIUM,2,0
304,COMM_HEAVY,1,3000,0,0.0000,MEDIUM,3,0
305,COMM_HEAVY,1,2335,0,0.0000,MEDIUM,4,0
306,COMM_HEAVY,1,2002,0,0.0000,MEDIUM,5,0
307,COMM_HEAVY,1,2153,0,0.0000,MEDIUM,6,0
308,COMM_HEAVY,1,3830,0,0.0000,MEDIUM,0,0
309,COMM_HEAVY,1,3738,0,0.0000,MEDIUM,1,0
310,COMM_HEAVY,1,3365,0,0.0000,MEDIUM,2,0
311,COMM_HEAVY,1,3485,0,0.0000,MEDIUM,3,0
312,COMM_HEAVY,1,2153,0,0.0000,MEDIUM,4,0
313,COMM_HEAVY,1,2290,0,0.0000,MEDIUM,5,0
314,COMM_HEAVY,1,3445,0,0.0000,MEDIUM,6,0
315,COMM_HEAVY,1,2189,0,0.0000,MEDIUM,0,0
316,COMM_HEAVY,1,3568,0,0.0000,MEDIUM,1,0
317,COMM_HEAVY,1,3912,0,0.0000,MEDIUM,2,0
318,COMM_HEAVY,1,2355,0,0.0000,MEDIUM,3,0
319,COMM_HEAVY,1,3297,0,0.0000,MEDIUM,4,0
320,COMM_HEAVY,1,2569,0,0.0000,MEDIUM,5,0
321,COMM_HEAVY,1,2454,0,0.0000,MEDIUM,6,0
322,COMM_HEAVY,1,3086,0,0.0000,MEDIUM,0,0
323,COMM_HEAVY,1,3291,0,0.0000,MEDIUM,1,0
324,COMM_HEAVY,1,3956,0,0.0000,MEDIUM,2,0
325,COMM_HEAVY,1,2819,0,0.0000,MEDIUM,3,0
326,COMM_HEAVY,1,3093,0,0.0000,MEDIUM,4,0
327,COMM_HEAVY,1,3091,0,0.0000,MEDIUM,5,0
328,COMM_HEAVY,1,2731,0,0.0000,MEDIUM,6,0
329,COMM_HEAVY,1,2572,0,0.0000,MEDIUM,0,0
330,COMM_HEAVY,1,3665,0,0.0000,MEDIUM,1,0
331,COMM_HEAVY,1,2038,0,0.0000,MEDIUM,2,0
332,COMM_HEAVY,1,3401,0,0.0000,MEDIUM,3,0
333,COMM_HEAVY,1,2726,0,0.0000,MEDIUM,4,0
334,COMM_HEAVY,1,3365,0,0.0000,MEDIUM,5,0
335,COMM_HEAVY,1,3663,0,0.0000,MEDIUM,6,0
336,COMM_HEAVY,1,2198,0,0.0000,MEDIUM,0,0
337,COMM_HEAVY,1,3213,0,0.0000,MEDIUM,1,0
338,COMM_HEAVY,1,2611,0,0.0000,MEDIUM,2,0
339,COMM_HEAVY,1,3993,0,0.0000,MEDIUM,3,0
340,COMM_HEAVY,1,2747,0,0.0000,MEDIUM,4,0
341,COMM_HEAVY,1,2255,0,0.0000,HIGH,5,0
342,COMM_HEAVY,1,3118,0,0.0000,HIGH,6,0
343,COMM_HEAVY,4,10090,306,0.6915,HIGH,0,0
344,COMM_HEAVY,1,2469,0,0.0000,MEDIUM,1,0
345,COMM_HEAVY,1,2619,0,0.0000,MEDIUM,2,0
346,COMM_HEAVY,1,3517,0,0.0000,MEDIUM,3,0
347,COMM_HEAVY,1,2979,0,0.0000,MEDIUM,4,0
