task_id,name,type,criticality,exec_time,actual_duration,deadline,release_time,mem_io_penalty,data_ready_cycle,wait_cycles,slack_time,cluster_id,assigned_chiplet,assigned_core,replica_core,start_cycle,finish_cycle,state
1859,price_opt28_path2,COMPUTE_HEAVY,MEDIUM,2602,2602,100000,0,0,565,10359,-1,2816,2,0,-1,10890,13492,COMPLETED
1860,price_opt28_path3,COMPUTE_HEAVY,MEDIUM,3654,3654,100000,0,0,563,25434,-1,2770,5,3,-1,25965,29619,COMPLETED
1861,price_opt28_path4,COMPUTE_HEAVY,MEDIUM,3913,3913,100000,0,0,565,24437,-1,2723,0,3,-1,24968,28881,COMPLETED
1862,price_opt28_path5,COMPUTE_HEAVY,MEDIUM,2527,2527,100000,0,0,565,38352,-1,2678,4,0,-1,38883,41410,COMPLETED
1863,price_opt28_path6,COMPUTE_HEAVY,MEDIUM,2305,2305,100000,0,0,561,46880,-1,3163,5,2,-1,47411,49716,COMPLETED
1864,price_opt28_path7,COMPUTE_HEAVY,MEDIUM,2395,2395,100000,0,0,563,55122,-1,2581,5,2,-1,55653,58048,COMPLETED
1865,price_opt28_path8,COMPUTE_HEAVY,MEDIUM,2808,2808,100000,0,0,565,47701,-1,2534,0,0,-1,48232,51040,COMPLETED
1866,price_opt28_path9,COMPUTE_HEAVY,MEDIUM,3180,3180,100000,0,0,565,70487,-1,2493,1,2,-1,71018,74198,COMPLETED
1867,price_opt28_path10,COMPUTE_HEAVY,MEDIUM,2998,2998,100000,0,0,564,73869,-1,2449,6,2,-1,74400,77398,COMPLETED
1868,price_opt28_path11,COMPUTE_HEAVY,MEDIUM,3320,3320,100000,0,0,563,85024,-1,2404,3,3,-1,85555,88875,COMPLETED
1869,price_opt28_path12,COMPUTE_HEAVY,MEDIUM,3804,3804,100000,0,0,565,89796,-1,2365,6,2,-1,90327,94131,COMPLETED
1870,price_opt28_path13,COMPUTE_HEAVY,MEDIUM,2584,2584,100000,0,0,565,98328,-1,2320,3,3,-1,98859,101443,COMPLETED
1871,price_opt28_path14,COMPUTE_HEAVY,MEDIUM,3299,3299,100000,0,0,564,75642,-1,2270,2,0,-1,76173,79472,COMPLETED
1872,price_opt28_path15,COMPUTE_HEAVY,MEDIUM,2028,2028,100000,0,0,563,113043,-1,2223,4,1,-1,113574,115602,COMPLETED
1873,price_opt28_path16,COMPUTE_HEAVY,MEDIUM,3237,3237,100000,0,0,563,119559,-1,2173,3,3,-1,120090,123327,COMPLETED
1874,price_opt28_path17,COMPUTE_HEAVY,MEDIUM,3833,3833,100000,0,0,561,130817,-1,3120,1,3,-1,131348,135181,COMPLETED
1875,price_opt28_path18,COMPUTE_HEAVY,MEDIUM,3896,3896,100000,0,0,561,137025,-1,3116,3,1,-1,137556,141452,COMPLETED
1876,price_opt28_path19,COMPUTE_HEAVY,MEDIUM,3258,3258,100000,0,0,562,143281,-1,2029,6,3,-1,143812,147070,COMPLETED
1877,price_opt28_path20,COMPUTE_HEAVY,MEDIUM,3200,3200,100000,0,0,566,149797,-1,1979,5,3,-1,150328,153528,COMPLETED
1878,price_opt28_path21,COMPUTE_HEAVY,MEDIUM,3183,3183,100000,0,0,566,158505,-1,1929,4,2,-1,159036,162219,COMPLETED
1879,price_opt28_path22,COMPUTE_HEAVY,MEDIUM,2377,2377,100000,0,0,862,152190,-1,1883,0,0,-1,153021,155398,COMPLETED
1880,price_opt28_path23,COMPUTE_HEAVY,MEDIUM,3849,3849,100000,0,0,562,166074,-1,1845,4,1,-1,166605,170454,COMPLETED
1881,price_opt28_path24,COMPUTE_HEAVY,MEDIUM,2888,2888,100000,0,0,565,171848,-1,1798,6,2,-1,172379,175267,COMPLETED
1882,price_opt28_path25,COMPUTE_HEAVY,MEDIUM,2308,2308,100000,0,0,864,214716,-1,1754,4,0,-1,215547,217855,COMPLETED
1883,price_opt28_path26,COMPUTE_HEAVY,MEDIUM,2032,2032,100000,0,0,864,227806,-1,1704,3,0,-1,228637,230669,COMPLETED
1884,price_opt28_path27,COMPUTE_HEAVY,MEDIUM,3099,3099,100000,0,0,562,182056,-1,3081,3,3,-1,182587,185686,COMPLETED
1885,price_opt28_path28,COMPUTE_HEAVY,MEDIUM,3709,3709,100000,0,0,862,162532,-1,1619,2,2,-1,163363,167072,COMPLETED
1886,price_opt28_path29,COMPUTE_HEAVY,MEDIUM,2722,2722,100000,0,0,562,189468,-1,3071,3,2,-1,189999,192721,COMPLETED
1887,price_opt28_path30,COMPUTE_HEAVY,MEDIUM,3992,3992,100000,0,0,863,243657,-1,1524,5,1,-1,244488,248480,COMPLETED
1888,price_opt28_path31,COMPUTE_HEAVY,MEDIUM,2194,2194,100000,0,0,561,201912,-1,3063,5,1,-1,202443,204637,COMPLETED
1889,price_opt28_path32,COMPUTE_HEAVY,MEDIUM,3838,3838,100000,0,0,861,247729,-1,3059,6,3,-1,248560,252398,COMPLETED
1890,price_opt28_path33,COMPUTE_HEAVY,MEDIUM,3843,3843,100000,0,0,864,257982,-1,1391,5,2,-1,258813,262656,COMPLETED
1891,price_opt28_path34,COMPUTE_HEAVY,MEDIUM,3768,3768,100000,0,0,866,184969,-1,1346,2,3,-1,185800,189568,COMPLETED
1892,price_opt28_path35,COMPUTE_HEAVY,MEDIUM,3519,3519,100000,0,0,861,266697,-1,3047,4,0,-1,267528,271047,COMPLETED
1893,price_opt28_path36,COMPUTE_HEAVY,MEDIUM,2255,2255,100000,0,0,865,281181,-1,1258,5,1,-1,282012,284267,COMPLETED
1894,price_opt28_path37,COMPUTE_HEAVY,MEDIUM,2684,2684,100000,0,0,865,286843,-1,1202,5,1,-1,287674,290358,COMPLETED
1895,price_opt28_path38,COMPUTE_HEAVY,MEDIUM,2700,2700,100000,0,0,864,297376,-1,1160,5,0,-1,298207,300907,COMPLETED
1896,price_opt28_path39,COMPUTE_HEAVY,MEDIUM,3235,3235,100000,0,0,862,308504,-1,1111,5,1,-1,309335,312570,COMPLETED
1897,price_opt28_path40,COMPUTE_HEAVY,MEDIUM,3399,3399,100000,0,0,1165,259650,-1,1064,0,2,-1,260781,264180,COMPLETED
1898,price_opt28_path41,COMPUTE_HEAVY,MEDIUM,3765,3765,100000,0,0,865,302507,-1,1019,4,1,-1,303338,307103,COMPLETED
1899,price_opt28_path42,COMPUTE_HEAVY,MEDIUM,2275,2275,100000,0,0,1164,374070,-1,979,6,1,-1,375201,377476,COMPLETED
1900,price_opt28_path43,COMPUTE_HEAVY,MEDIUM,2322,2322,100000,0,0,1162,379937,-1,3014,6,0,-1,381068,383390,COMPLETED
1901,price_opt28_path44,COMPUTE_HEAVY,MEDIUM,3490,3490,100000,0,0,862,313555,-1,3010,1,2,-1,314386,317876,COMPLETED
1902,price_opt28_path45,COMPUTE_HEAVY,MEDIUM,2893,2893,100000,0,0,861,320564,-1,3007,4,1,-1,321395,324288,COMPLETED
1903,price_opt28_path46,COMPUTE_HEAVY,MEDIUM,2369,2369,100000,0,0,1164,394676,-1,796,5,0,-1,395807,398176,COMPLETED
1904,price_opt28_path47,COMPUTE_HEAVY,MEDIUM,3274,3274,100000,0,0,864,329953,-1,750,1,0,-1,330784,334058,COMPLETED
1905,price_opt28_path48,COMPUTE_HEAVY,MEDIUM,2876,2876,100000,0,0,1162,278136,-1,702,2,3,-1,279267,282143,COMPLETED
1906,price_opt28_path49,COMPUTE_HEAVY,MEDIUM,2354,2354,100000,0,0,861,341512,-1,2991,3,1,-1,342343,344697,COMPLETED
1907,price_opt28_path50,COMPUTE_HEAVY,MEDIUM,3622,3622,100000,0,0,1163,400076,-1,608,6,0,-1,401207,404829,COMPLETED
1908,price_opt28_path51,COMPUTE_HEAVY,MEDIUM,2441,2441,100000,0,0,1165,415571,-1,558,5,2,-1,416702,419143,COMPLETED
1909,price_opt28_path52,COMPUTE_HEAVY,MEDIUM,3828,3828,100000,0,0,863,348874,-1,509,5,2,-1,349705,353533,COMPLETED
1910,price_opt28_path53,COMPUTE_HEAVY,MEDIUM,2871,2871,100000,0,0,861,356654,-1,2978,5,2,-1,357485,360356,COMPLETED
1911,price_opt28_path54,COMPUTE_HEAVY,MEDIUM,3328,3328,100000,0,0,865,362609,-1,411,5,3,-1,363440,366768,COMPLETED
1912,price_opt28_path55,COMPUTE_HEAVY,MEDIUM,2319,2319,100000,0,0,1465,453957,-1,368,4,2,-1,455388,457707,COMPLETED
1913,price_opt28_path56,COMPUTE_HEAVY,MEDIUM,2819,2819,100000,0,0,1166,426070,-1,325,3,2,-1,427201,430020,COMPLETED
1914,price_opt28_path57,COMPUTE_HEAVY,MEDIUM,3394,3394,100000,0,0,1463,468737,-1,278,5,1,-1,470168,473562,COMPLETED
1915,price_opt28_path58,COMPUTE_HEAVY,MEDIUM,2171,2171,100000,0,0,1166,301176,-1,240,2,2,-1,302307,304478,COMPLETED
1916,price_opt28_path59,COMPUTE_HEAVY,MEDIUM,3128,3128,100000,0,0,1162,310633,-1,196,0,0,-1,311764,314892,COMPLETED
1917,price_opt28_path60,COMPUTE_HEAVY,MEDIUM,3797,3797,100000,0,0,1161,438356,-1,2947,4,1,-1,439487,443284,COMPLETED
1918,price_opt28_path61,COMPUTE_HEAVY,MEDIUM,2336,2336,100000,0,0,1162,446054,-1,2942,4,0,-1,447185,449521,COMPLETED
1919,price_opt28_path62,COMPUTE_HEAVY,MEDIUM,3675,3675,100000,0,0,564,144662,-1,70,0,3,-1,145193,148868,COMPLETED
1920,price_opt28_path63,COMPUTE_HEAVY,MEDIUM,2509,2509,100000,0,0,1465,478631,-1,26,5,1,-1,480062,482571,COMPLETED
1921,price_opt29_path0,COMPUTE_HEAVY,MEDIUM,2762,2762,100000,0,0,566,35,-1,2911,6,3,-1,566,3328,COMPLETED
1922,price_opt29_path1,COMPUTE_HEAVY,MEDIUM,3352,3352,100000,0,0,566,8085,-1,2866,3,3,-1,8616,11968,COMPLETED
1923,price_opt29_path2,COMPUTE_HEAVY,MEDIUM,3303,3303,100000,0,0,561,15726,-1,3179,6,3,-1,16257,19560,COMPLETED
1924,price_opt29_path3,COMPUTE_HEAVY,MEDIUM,2410,2410,100000,0,0,562,26385,-1,2769,4,1,-1,26916,29326,COMPLETED
1925,price_opt29_path4,COMPUTE_HEAVY,MEDIUM,3342,3342,100000,0,0,561,32661,-1,3171,3,3,-1,33192,36534,COMPLETED
1926,price_opt29_path5,COMPUTE_HEAVY,MEDIUM,2214,2214,100000,0,0,566,39901,-1,2677,3,2,-1,40432,42646,COMPLETED
1927,price_opt29_path6,COMPUTE_HEAVY,MEDIUM,3635,3635,100000,0,0,561,48439,-1,3163,5,1,-1,48970,52605,COMPLETED
1928,price_opt29_path7,COMPUTE_HEAVY,MEDIUM,3398,3398,100000,0,0,562,54921,-1,2580,4,2,-1,55452,58850,COMPLETED
1929,price_opt29_path8,COMPUTE_HEAVY,MEDIUM,2676,2676,100000,0,0,561,61617,-1,3157,4,3,-1,62148,64824,COMPLETED
1930,price_opt29_path9,COMPUTE_HEAVY,MEDIUM,2953,2953,100000,0,0,563,52080,-1,2492,0,2,-1,52611,55564,COMPLETED
1931,price_opt29_path10,COMPUTE_HEAVY,MEDIUM,3964,3964,100000,0,0,562,79426,-1,2448,5,1,-1,79957,83921,COMPLETED
1932,price_opt29_path11,COMPUTE_HEAVY,MEDIUM,2152,2152,100000,0,0,561,86967,-1,3143,5,0,-1,87498,89650,COMPLETED
1933,price_opt29_path12,COMPUTE_HEAVY,MEDIUM,2291,2291,100000,0,0,566,93742,-1,2364,5,3,-1,94273,96564,COMPLETED
1934,price_opt29_path13,COMPUTE_HEAVY,MEDIUM,2726,2726,100000,0,0,562,68115,-1,2319,2,3,-1,68646,71372,COMPLETED
1935,price_opt29_path14,COMPUTE_HEAVY,MEDIUM,3628,3628,100000,0,0,566,112418,-1,2269,1,3,-1,112949,116577,COMPLETED
1936,price_opt29_path15,COMPUTE_HEAVY,MEDIUM,2717,2717,100000,0,0,565,113474,-1,2222,3,1,-1,114005,116722,COMPLETED
1937,price_opt29_path16,COMPUTE_HEAVY,MEDIUM,2100,2100,100000,0,0,564,87280,-1,2172,2,2,-1,87811,89911,COMPLETED
1938,price_opt29_path17,COMPUTE_HEAVY,MEDIUM,3796,3796,100000,0,0,563,131472,-1,2122,1,0,-1,132003,135799,COMPLETED
1939,price_opt29_path18,COMPUTE_HEAVY,MEDIUM,2346,2346,100000,0,0,563,136605,-1,2077,5,0,-1,137136,139482,COMPLETED
1940,price_opt29_path19,COMPUTE_HEAVY,MEDIUM,2218,2218,100000,0,0,566,145187,-1,2028,5,2,-1,145718,147936,COMPLETED
1941,price_opt29_path20,COMPUTE_HEAVY,MEDIUM,2595,2595,100000,0,0,565,148118,-1,1978,4,2,-1,148649,151244,COMPLETED
1942,price_opt29_path21,COMPUTE_HEAVY,MEDIUM,2234,2234,100000,0,0,564,158362,-1,1928,3,2,-1,158893,161127,COMPLETED
1943,price_opt29_path22,COMPUTE_HEAVY,MEDIUM,3052,3052,100000,0,0,862,211050,-1,1882,6,2,-1,211881,214933,COMPLETED
1944,price_opt29_path23,COMPUTE_HEAVY,MEDIUM,3029,3029,100000,0,0,565,166728,-1,1844,3,3,-1,167259,170288,COMPLETED
1945,price_opt29_path24,COMPUTE_HEAVY,MEDIUM,3407,3407,100000,0,0,563,177573,-1,1797,5,2,-1,178104,181511,COMPLETED
1946,price_opt29_path25,COMPUTE_HEAVY,MEDIUM,3505,3505,100000,0,0,865,217550,-1,1753,3,2,-1,218381,221886,COMPLETED
1947,price_opt29_path26,COMPUTE_HEAVY,MEDIUM,3347,3347,100000,0,0,866,156329,-1,1703,2,3,-1,157160,160507,COMPLETED
1948,price_opt29_path27,COMPUTE_HEAVY,MEDIUM,2622,2622,100000,0,0,562,183299,-1,3081,3,1,-1,183830,186452,COMPLETED
1949,price_opt29_path28,COMPUTE_HEAVY,MEDIUM,2355,2355,100000,0,0,864,234974,-1,1618,1,0,-1,235805,238160,COMPLETED
1950,price_opt29_path29,COMPUTE_HEAVY,MEDIUM,3228,3228,100000,0,0,563,134462,-1,1575,0,2,-1,134993,138221,COMPLETED
1951,price_opt29_path30,COMPUTE_HEAVY,MEDIUM,2441,2441,100000,0,0,861,243930,-1,3068,5,2,-1,244761,247202,COMPLETED
1952,price_opt29_path31,COMPUTE_HEAVY,MEDIUM,2489,2489,100000,0,0,564,202581,-1,1482,5,3,-1,203112,205601,COMPLETED
1953,price_opt29_path32,COMPUTE_HEAVY,MEDIUM,3491,3491,100000,0,0,861,248751,-1,3059,6,2,-1,249582,253073,COMPLETED
1954,price_opt29_path33,COMPUTE_HEAVY,MEDIUM,2334,2334,100000,0,0,865,252567,-1,1390,4,3,-1,253398,255732,COMPLETED
1955,price_opt29_path34,COMPUTE_HEAVY,MEDIUM,2287,2287,100000,0,0,863,262708,-1,1345,1,0,-1,263539,265826,COMPLETED
1956,price_opt29_path35,COMPUTE_HEAVY,MEDIUM,2474,2474,100000,0,0,864,275168,-1,1298,3,1,-1,275999,278473,COMPLETED
1957,price_opt29_path36,COMPUTE_HEAVY,MEDIUM,2509,2509,100000,0,0,864,275844,-1,1257,4,2,-1,276675,279184,COMPLETED
1958,price_opt29_path37,COMPUTE_HEAVY,MEDIUM,2004,2004,100000,0,0,861,285626,-1,3040,1,2,-1,286457,288461,COMPLETED
1959,price_opt29_path38,COMPUTE_HEAVY,MEDIUM,3932,3932,100000,0,0,861,291783,-1,3035,1,0,-1,292614,296546,COMPLETED
1960,price_opt29_path39,COMPUTE_HEAVY,MEDIUM,3979,3979,100000,0,0,865,295432,-1,1110,4,0,-1,296263,300242,COMPLETED
1961,price_opt29_path40,COMPUTE_HEAVY,MEDIUM,3444,3444,100000,0,0,1165,365352,-1,1063,6,0,-1,366483,369927,COMPLETED
1962,price_opt29_path41,COMPUTE_HEAVY,MEDIUM,3087,3087,100000,0,0,862,312335,-1,1018,3,2,-1,313166,316253,COMPLETED
1963,price_opt29_path42,COMPUTE_HEAVY,MEDIUM,2409,2409,100000,0,0,1161,376574,-1,3018,5,1,-1,377705,380114,COMPLETED
1964,price_opt29_path43,COMPUTE_HEAVY,MEDIUM,3645,3645,100000,0,0,1164,268000,-1,933,2,2,-1,269131,272776,COMPLETED
1965,price_opt29_path44,COMPUTE_HEAVY,MEDIUM,3427,3427,100000,0,0,866,321507,-1,887,5,2,-1,322338,325765,COMPLETED
1966,price_opt29_path45,COMPUTE_HEAVY,MEDIUM,3832,3832,100000,0,0,863,319052,-1,839,6,3,-1,319883,323715,COMPLETED
1967,price_opt29_path46,COMPUTE_HEAVY,MEDIUM,3611,3611,100000,0,0,1162,389114,-1,3002,4,0,-1,390245,393856,COMPLETED
1968,price_opt29_path47,COMPUTE_HEAVY,MEDIUM,2448,2448,100000,0,0,866,235742,-1,749,0,3,-1,236573,239021,COMPLETED
1969,price_opt29_path48,COMPUTE_HEAVY,MEDIUM,3701,3701,100000,0,0,1162,398416,-1,701,1,2,-1,399547,403248,COMPLETED
1970,price_opt29_path49,COMPUTE_HEAVY,MEDIUM,3056,3056,100000,0,0,866,238880,-1,653,2,1,-1,239711,242767,COMPLETED
1971,price_opt29_path50,COMPUTE_HEAVY,MEDIUM,2132,2132,100000,0,0,1164,408319,-1,607,5,1,-1,409450,411582,COMPLETED
1972,price_opt29_path51,COMPUTE_HEAVY,MEDIUM,2287,2287,100000,0,0,1165,408986,-1,557,4,3,-1,410117,412404,COMPLETED
1973,price_opt29_path52,COMPUTE_HEAVY,MEDIUM,3998,3998,100000,0,0,866,346167,-1,508,4,0,-1,346998,350996,COMPLETED
1974,price_opt29_path53,COMPUTE_HEAVY,MEDIUM,3625,3625,100000,0,0,863,357229,-1,460,5,1,-1,358060,361685,COMPLETED
1975,price_opt29_path54,COMPUTE_HEAVY,MEDIUM,2183,2183,100000,0,0,862,356736,-1,2974,6,2,-1,357567,359750,COMPLETED
1976,price_opt29_path55,COMPUTE_HEAVY,MEDIUM,2767,2767,100000,0,0,1465,463083,-1,367,3,2,-1,464514,467281,COMPLETED
1977,price_opt29_path56,COMPUTE_HEAVY,MEDIUM,3956,3956,100000,0,0,1163,294102,-1,324,2,0,-1,295233,299189,COMPLETED
1978,price_opt29_path57,COMPUTE_HEAVY,MEDIUM,3149,3149,100000,0,0,1465,462176,-1,277,4,3,-1,463607,466756,COMPLETED
1979,price_opt29_path58,COMPUTE_HEAVY,MEDIUM,2379,2379,100000,0,0,1166,427920,-1,239,1,2,-1,429051,431430,COMPLETED
1980,price_opt29_path59,COMPUTE_HEAVY,MEDIUM,2020,2020,100000,0,0,1161,440618,-1,2951,3,3,-1,441749,443769,COMPLETED
1981,price_opt29_path60,COMPUTE_HEAVY,MEDIUM,3135,3135,100000,0,0,1163,443069,-1,148,1,1,-1,444200,447335,COMPLETED
1982,price_opt29_path61,COMPUTE_HEAVY,MEDIUM,3945,3945,100000,0,0,1161,447811,-1,2942,4,2,-1,448942,452887,COMPLETED
1983,price_opt29_path62,COMPUTE_HEAVY,MEDIUM,3033,3033,100000,0,0,563,201773,-1,69,6,3,-1,202304,205337,COMPLETED
1984,price_opt29_path63,COMPUTE_HEAVY,MEDIUM,2889,2889,100000,0,0,1465,470318,-1,25,4,1,-1,471749,474638,COMPLETED
1985,price_opt30_path0,COMPUTE_HEAVY,MEDIUM,2597,2597,100000,0,0,566,4055,-1,2910,5,3,-1,4586,7183,COMPLETED
1986,price_opt30_path1,COMPUTE_HEAVY,MEDIUM,3663,3663,100000,0,0,562,5978,-1,2865,2,2,-1,6509,10172,COMPLETED
1987,price_opt30_path2,COMPUTE_HEAVY,MEDIUM,2570,2570,100000,0,0,562,16200,-1,3179,6,1,-1,16731,19301,COMPLETED
1988,price_opt30_path3,COMPUTE_HEAVY,MEDIUM,3797,3797,100000,0,0,564,26881,-1,2768,3,1,-1,27412,31209,COMPLETED
1989,price_opt30_path4,COMPUTE_HEAVY,MEDIUM,3458,3458,100000,0,0,562,29302,-1,2722,6,0,-1,29833,33291,COMPLETED
1990,price_opt30_path5,COMPUTE_HEAVY,MEDIUM,2412,2412,100000,0,0,564,28393,-1,2676,2,3,-1,28924,31336,COMPLETED
1991,price_opt30_path6,COMPUTE_HEAVY,MEDIUM,2591,2591,100000,0,0,563,35205,-1,2632,0,1,-1,35736,38327,COMPLETED
1992,price_opt30_path7,COMPUTE_HEAVY,MEDIUM,3595,3595,100000,0,0,565,58609,-1,2579,3,0,-1,59140,62735,COMPLETED
1993,price_opt30_path8,COMPUTE_HEAVY,MEDIUM,2400,2400,100000,0,0,566,59503,-1,2533,6,1,-1,60034,62434,COMPLETED
1994,price_opt30_path9,COMPUTE_HEAVY,MEDIUM,2052,2052,100000,0,0,561,70662,-1,3151,3,1,-1,71193,73245,COMPLETED
1995,price_opt30_path10,COMPUTE_HEAVY,MEDIUM,3086,3086,100000,0,0,565,78142,-1,2447,4,1,-1,78673,81759,COMPLETED
1996,price_opt30_path11,COMPUTE_HEAVY,MEDIUM,3155,3155,100000,0,0,561,84460,-1,3142,4,0,-1,84991,88146,COMPLETED
1997,price_opt30_path12,COMPUTE_HEAVY,MEDIUM,2304,2304,100000,0,0,561,93223,-1,3137,4,3,-1,93754,96058,COMPLETED
1998,price_opt30_path13,COMPUTE_HEAVY,MEDIUM,2545,2545,100000,0,0,561,101278,-1,3133,5,3,-1,101809,104354,COMPLETED
1999,price_opt30_path14,COMPUTE_HEAVY,MEDIUM,2073,2073,100000,0,0,565,80300,-1,2268,0,0,-1,80831,82904,COMPLETED
2000,price_opt30_path15,COMPUTE_HEAVY,MEDIUM,2102,2102,100000,0,0,561,113616,-1,3126,3,3,-1,114147,116249,COMPLETED
2001,price_opt30_path16,COMPUTE_HEAVY,MEDIUM,2114,2114,100000,0,0,563,125234,-1,2171,1,1,-1,125765,127879,COMPLETED
2002,price_opt30_path17,COMPUTE_HEAVY,MEDIUM,2745,2745,100000,0,0,564,94943,-1,2121,0,2,-1,95474,98219,COMPLETED
2003,price_opt30_path18,COMPUTE_HEAVY,MEDIUM,2509,2509,100000,0,0,562,138978,-1,3116,3,2,-1,139509,142018,COMPLETED
2004,price_opt30_path19,COMPUTE_HEAVY,MEDIUM,2329,2329,100000,0,0,564,142277,-1,2027,4,0,-1,142808,145137,COMPLETED
2005,price_opt30_path20,COMPUTE_HEAVY,MEDIUM,2680,2680,100000,0,0,561,149919,-1,3109,6,3,-1,150450,153130,COMPLETED
2006,price_opt30_path21,COMPUTE_HEAVY,MEDIUM,3744,3744,100000,0,0,563,112154,-1,1927,2,0,-1,112685,116429,COMPLETED
2007,price_opt30_path22,COMPUTE_HEAVY,MEDIUM,2279,2279,100000,0,0,865,217927,-1,1881,5,2,-1,218758,221037,COMPLETED
2008,price_opt30_path23,COMPUTE_HEAVY,MEDIUM,3066,3066,100000,0,0,561,167034,-1,3096,3,2,-1,167565,170631,COMPLETED
2009,price_opt30_path24,COMPUTE_HEAVY,MEDIUM,3370,3370,100000,0,0,563,172267,-1,1796,4,3,-1,172798,176168,COMPLETED
2010,price_opt30_path25,COMPUTE_HEAVY,MEDIUM,3245,3245,100000,0,0,864,150577,-1,1752,2,1,-1,151408,154653,COMPLETED
2011,price_opt30_path26,COMPUTE_HEAVY,MEDIUM,2038,2038,100000,0,0,861,229064,-1,3085,1,3,-1,229895,231933,COMPLETED
2012,price_opt30_path27,COMPUTE_HEAVY,MEDIUM,3775,3775,100000,0,0,563,129017,-1,1659,0,0,-1,129548,133323,COMPLETED
2013,price_opt30_path28,COMPUTE_HEAVY,MEDIUM,3716,3716,100000,0,0,864,166132,-1,1617,0,0,-1,166963,170679,COMPLETED
2014,price_opt30_path29,COMPUTE_HEAVY,MEDIUM,2417,2417,100000,0,0,562,184108,-1,1574,6,0,-1,184639,187056,COMPLETED
2015,price_opt30_path30,COMPUTE_HEAVY,MEDIUM,3358,3358,100000,0,0,861,245539,-1,3068,5,3,-1,246370,249728,COMPLETED
2016,price_opt30_path31,COMPUTE_HEAVY,MEDIUM,3638,3638,100000,0,0,565,194161,-1,1481,4,2,-1,194692,198330,COMPLETED
2017,price_opt30_path32,COMPUTE_HEAVY,MEDIUM,3795,3795,100000,0,0,866,174802,-1,1435,0,3,-1,175633,179428,COMPLETED
2018,price_opt30_path33,COMPUTE_HEAVY,MEDIUM,3483,3483,100000,0,0,865,259594,-1,1389,3,2,-1,260425,263908,COMPLETED
2019,price_opt30_path34,COMPUTE_HEAVY,MEDIUM,3144,3144,100000,0,0,862,187478,-1,1344,0,0,-1,188309,191453,COMPLETED
2020,price_opt30_path35,COMPUTE_HEAVY,MEDIUM,2645,2645,100000,0,0,862,191116,-1,1297,2,2,-1,191947,194592,COMPLETED
2021,price_opt30_path36,COMPUTE_HEAVY,MEDIUM,2064,2064,100000,0,0,866,281430,-1,1256,3,2,-1,282261,284325,COMPLETED
2022,price_opt30_path37,COMPUTE_HEAVY,MEDIUM,2634,2634,100000,0,0,862,286266,-1,3040,1,0,-1,287097,289731,COMPLETED
2023,price_opt30_path38,COMPUTE_HEAVY,MEDIUM,3977,3977,100000,0,0,861,292315,-1,3035,1,1,-1,293146,297123,COMPLETED
2024,price_opt30_path39,COMPUTE_HEAVY,MEDIUM,3584,3584,100000,0,0,865,305373,-1,1109,3,0,-1,306204,309788,COMPLETED
2025,price_opt30_path40,COMPUTE_HEAVY,MEDIUM,2190,2190,100000,0,0,1164,370309,-1,1062,5,0,-1,371440,373630,COMPLETED
2026,price_opt30_path41,COMPUTE_HEAVY,MEDIUM,3641,3641,100000,0,0,864,218130,-1,1017,2,0,-1,218961,222602,COMPLETED
2027,price_opt30_path42,COMPUTE_HEAVY,MEDIUM,2324,2324,100000,0,0,1163,377809,-1,978,5,0,-1,378940,381264,COMPLETED
2028,price_opt30_path43,COMPUTE_HEAVY,MEDIUM,3199,3199,100000,0,0,1165,382548,-1,932,1,2,-1,383679,386878,COMPLETED
2029,price_opt30_path44,COMPUTE_HEAVY,MEDIUM,2623,2623,100000,0,0,862,312129,-1,886,4,2,-1,312960,315583,COMPLETED
2030,price_opt30_path45,COMPUTE_HEAVY,MEDIUM,3066,3066,100000,0,0,863,328814,-1,838,5,3,-1,329645,332711,COMPLETED
2031,price_opt30_path46,COMPUTE_HEAVY,MEDIUM,2933,2933,100000,0,0,1164,389408,-1,795,4,2,-1,390539,393472,COMPLETED
2032,price_opt30_path47,COMPUTE_HEAVY,MEDIUM,3798,3798,100000,0,0,865,329204,-1,748,6,0,-1,330035,333833,COMPLETED
2033,price_opt30_path48,COMPUTE_HEAVY,MEDIUM,2435,2435,100000,0,0,1165,284858,-1,700,0,1,-1,285989,288424,COMPLETED
2034,price_opt30_path49,COMPUTE_HEAVY,MEDIUM,2462,2462,100000,0,0,863,334307,-1,652,1,1,-1,335138,337600,COMPLETED
2035,price_opt30_path50,COMPUTE_HEAVY,MEDIUM,3487,3487,100000,0,0,1163,401885,-1,606,4,3,-1,403016,406503,COMPLETED
2036,price_opt30_path51,COMPUTE_HEAVY,MEDIUM,3327,3327,100000,0,0,1166,416090,-1,556,3,1,-1,417221,420548,COMPLETED
2037,price_opt30_path52,COMPUTE_HEAVY,MEDIUM,3116,3116,100000,0,0,861,349885,-1,2981,3,0,-1,350716,353832,COMPLETED
2038,price_opt30_path53,COMPUTE_HEAVY,MEDIUM,2510,2510,100000,0,0,866,353760,-1,459,4,1,-1,354591,357101,COMPLETED
2039,price_opt30_path54,COMPUTE_HEAVY,MEDIUM,2118,2118,100000,0,0,866,360489,-1,410,4,3,-1,361320,363438,COMPLETED
2040,price_opt30_path55,COMPUTE_HEAVY,MEDIUM,2355,2355,100000,0,0,1464,317579,-1,366,2,0,-1,319010,321365,COMPLETED
