cluster_id,type,task_count,total_exec_cost,total_comm_volume,avg_affinity,max_criticality,primary_chiplet,spill_count
1248,COMM_HEAVY,4,19580,1252,0.7199,MEDIUM,2,0
1249,COMM_HEAVY,1,2138,0,0.0000,MEDIUM,3,0
1250,COMM_HEAVY,4,31737,1077,0.7111,MEDIUM,4,0
1251,COMM_HEAVY,4,14097,1364,0.7053,MEDIUM,5,0
1252,COMM_HEAVY,4,25296,1166,0.7574,MEDIUM,6,0
1253,COMM_HEAVY,1,7729,0,0.0000,MEDIUM,0,0
1254,COMM_HEAVY,4,15088,1394,0.7316,MEDIUM,1,0
1255,COMM_HEAVY,4,28246,1262,0.7774,MEDIUM,2,0
1256,COMM_HEAVY,4,25830,1463,0.8565,MEDIUM,3,0
1257,COMM_HEAVY,4,19819,1182,0.6915,MEDIUM,4,0
1258,COMM_HEAVY,4,27184,1278,0.7755,MEDIUM,5,0
1259,COMM_HEAVY,4,29759,1379,0.8706,MEDIUM,6,0
1260,COMM_HEAVY,4,16079,1375,0.7318,MEDIUM,0,0
1261,COMM_HEAVY,4,28227,1009,0.6729,MEDIUM,1,0
1262,COMM_HEAVY,4,20156,1397,0.8275,MEDIUM,2,0
1263,COMM_HEAVY,4,22730,1159,0.7033,MEDIUM,3,0
1264,COMM_HEAVY,4,19848,1411,0.8046,MEDIUM,4,0
1265,COMM_HEAVY,2,5174,463,0.7106,MEDIUM,5,0
1266,COMM_HEAVY,4,21324,1331,0.7191,MEDIUM,6,0
1267,COMM_HEAVY,4,21770,1056,0.5947,MEDIUM,0,0
1268,COMM_HEAVY,1,3536,0,0.0000,MEDIUM,1,0
1269,COMM_HEAVY,4,27271,1145,0.7501,MEDIUM,2,0
1270,COMM_HEAVY,4,32321,1202,0.7100,MEDIUM,3,0
1271,COMM_HEAVY,4,29380,1284,0.8023,MEDIUM,4,0
1272,COMM_HEAVY,4,19341,1310,0.7400,MEDIUM,5,0
1273,COMM_HEAVY,4,20773,1270,0.7419,MEDIUM,6,0
1274,COMM_HEAVY,4,19172,1258,0.7283,MEDIUM,0,0
1275,COMM_HEAVY,4,30407,1202,0.7780,MEDIUM,1,0
1276,COMM_HEAVY,1,5679,0,0.0000,MEDIUM,2,0
1277,COMM_HEAVY,4,28914,1049,0.7157,MEDIUM,3,0
1278,COMM_HEAVY,4,29169,1090,0.7063,MEDIUM,4,0
1279,COMM_HEAVY,4,18774,1234,0.6952,MEDIUM,5,0
1280,COMM_HEAVY,4,23671,1076,0.7001,MEDIUM,6,0
1281,COMM_HEAVY,4,31291,1076,0.7095,MEDIUM,0,0
1282,COMM_HEAVY,4,16734,1364,0.7583,MEDIUM,1,0
1283,COMM_HEAVY,4,26808,1399,0.8611,MEDIUM,2,0
1284,COMM_HEAVY,4,20099,1226,0.6662,MEDIUM,3,0
1285,COMM_HEAVY,4,32780,1167,0.7676,MEDIUM,4,0
1286,COMM_HEAVY,1,5806,0,0.0000,MEDIUM,5,0
1287,COMM_HEAVY,4,27667,985,0.5975,MEDIUM,6,0
1288,COMM_HEAVY,4,31504,934,0.6191,MEDIUM,0,0
1289,COMM_HEAVY,4,26406,1325,0.7238,MEDIUM,1,0
1290,COMM_HEAVY,4,20121,1315,0.7457,MEDIUM,2,0
1291,COMM_HEAVY,4,28055,1185,0.7727,MEDIUM,3,0
1292,COMM_HEAVY,1,1652,0,0.0000,MEDIUM,4,0
1293,COMM_HEAVY,4,12597,1260,0.6942,MEDIUM,5,0
1294,COMM_HEAVY,4,29576,1127,0.7371,MEDIUM,6,0
1295,COMM_HEAVY,4,28305,1444,0.8635,MEDIUM,0,0
1296,COMM_HEAVY,4,24066,1254,0.7551,MEDIUM,1,0
1297,COMM_HEAVY,1,8441,0,0.0000,MEDIUM,2,0
1298,COMM_HEAVY,4,28916,1006,0.6721,MEDIUM,3,0
1299,COMM_HEAVY,4,18807,1249,0.7426,MEDIUM,4,0
1300,COMM_HEAVY,4,21297,1235,0.7193,MEDIUM,5,0
1301,COMM_HEAVY,4,28588,1205,0.6991,MEDIUM,6,0
1302,COMM_HEAVY,4,28753,1115,0.7704,MEDIUM,0,0
1303,COMM_HEAVY,4,26280,1230,0.7607,MEDIUM,1,0
1304,COMM_HEAVY,4,24283,1249,0.7513,MEDIUM,2,0
1305,COMM_HEAVY,4,13992,1246,0.6436,MEDIUM,3,0
1306,COMM_HEAVY,4,28999,1338,0.8340,MEDIUM,4,0
1307,COMM_HEAVY,4,26353,1174,0.7483,MEDIUM,5,0
1308,COMM_HEAVY,1,1664,0,0.0000,MEDIUM,6,0
1309,COMM_HEAVY,4,20320,1265,0.6973,MEDIUM,0,0
1310,COMM_HEAVY,4,10397,1265,0.6505,HIGH,1,0
1311,COMM_HEAVY,1,300,0,0.0000,HIGH,2,0
1312,COMM_HEAVY,1,7970,0,0.0000,HIGH,3,0
1313,COMM_HEAVY,4,14837,1276,0.6155,HIGH,4,0
1314,COMM_HEAVY,4,22259,1351,0.7872,HIGH,5,0
1315,COMM_HEAVY,4,22191,1100,0.6455,HIGH,6,0
1316,COMM_HEAVY,4,22398,1323,0.7899,HIGH,0,0
1317,COMM_HEAVY,4,20721,1275,0.7511,HIGH,1,0
1318,COMM_HEAVY,4,10844,1253,0.6616,HIGH,2,0
1319,COMM_HEAVY,4,13302,1507,0.8107,HIGH,3,0
1320,COMM_HEAVY,4,17272,1205,0.6675,MEDIUM,4,0
1321,COMM_HEAVY,4,29286,1152,0.7361,MEDIUM,5,0
1322,COMM_HEAVY,4,20233,1240,0.7309,MEDIUM,6,0
1323,COMM_HEAVY,4,27583,1277,0.7459,MEDIUM,0,0
1324,COMM_HEAVY,4,21434,1212,0.7002,MEDIUM,1,0
1325,COMM_HEAVY,4,23264,1079,0.6677,MEDIUM,2,0
1326,COMM_HEAVY,2,8339,469,0.7663,MEDIUM,3,0
1327,COMM_HEAVY,4,17354,1261,0.7432,MEDIUM,4,0
1328,COMM_HEAVY,4,15171,1377,0.7672,MEDIUM,5,0
1329,COMM_HEAVY,4,21810,1288,0.6633,MEDIUM,6,0
1330,COMM_HEAVY,4,14769,1237,0.6781,MEDIUM,0,0
1331,COMM_HEAVY,4,28377,1268,0.7783,MEDIUM,1,0
1332,COMM_HEAVY,4,24267,1246,0.7867,MEDIUM,2,0
1333,COMM_HEAVY,4,22088,1248,0.7178,MEDIUM,3,0
1334,COMM_HEAVY,4,28544,1074,0.7073,MEDIUM,4,0
1335,COMM_HEAVY,4,26796,1245,0.7435,MEDIUM,5,0
1336,COMM_HEAVY,1,2710,0,0.0000,MEDIUM,6,0
1337,COMM_HEAVY,4,23158,1214,0.7508,MEDIUM,0,0
1338,COMM_HEAVY,4,23596,1248,0.7475,MEDIUM,1,0
1339,COMM_HEAVY,4,27924,1254,0.7577,MEDIUM,2,0
1340,COMM_HEAVY,4,20517,1296,0.7390,MEDIUM,3,0
1341,COMM_HEAVY,4,28158,1256,0.7649,MEDIUM,4,0
1342,COMM_HEAVY,1,6884,0,0.0000,MEDIUM,5,0
1343,COMM_HEAVY,4,23071,1416,0.7878,MEDIUM,6,0
1344,COMM_HEAVY,4,26534,1188,0.7546,MEDIUM,0,0
1345,COMM_HEAVY,4,23015,1229,0.7309,MEDIUM,1,0
1346,COMM_HEAVY,2,6978,464,0.7391,MEDIUM,2,0
1347,COMM_HEAVY,3,8966,963,0.7415,MEDIUM,3,0
1348,COMM_HEAVY,4,33991,1447,0.8935,MEDIUM,4,0
1349,COMM_HEAVY,4,20109,1325,0.7295,MEDIUM,5,0
1350,COMM_HEAVY,2,15601,468,0.8739,MEDIUM,6,0
1351,COMM_HEAVY,4,15400,1331,0.6754,MEDIUM,0,0
1352,COMM_HEAVY,2,11740,432,0.7668,MEDIUM,1,0
1353,COMM_HEAVY,4,14435,1278,0.7009,MEDIUM,2,0
1354,COMM_HEAVY,2,16183,494,0.9182,MEDIUM,3,0
1355,COMM_HEAVY,4,27811,1238,0.7570,MEDIUM,4,0
1356,COMM_HEAVY,4,26796,1334,0.8065,MEDIUM,5,0
1357,COMM_HEAVY,4,30783,1077,0.7281,MEDIUM,6,0
1358,COMM_HEAVY,4,29679,1206,0.7398,MEDIUM,0,0
1359,COMM_HEAVY,4,23922,1217,0.7404,MEDIUM,1,0
1360,COMM_HEAVY,4,22628,1372,0.7685,MEDIUM,2,0
1361,COMM_HEAVY,2,6819,421,0.6779,MEDIUM,3,0
1362,COMM_HEAVY,4,15559,1303,0.6953,MEDIUM,4,0
1363,COMM_HEAVY,1,4959,0,0.0000,MEDIUM,5,0
1364,COMM_HEAVY,4,26954,1246,0.7942,MEDIUM,6,0
1365,COMM_HEAVY,1,3717,0,0.0000,MEDIUM,0,0
1366,COMM_HEAVY,4,23346,1270,0.7344,MEDIUM,1,0
1367,COMM_HEAVY,4,17388,1278,0.6397,MEDIUM,2,0
1368,COMM_HEAVY,4,18233,1285,0.7522,MEDIUM,3,0
1369,COMM_HEAVY,4,23647,1359,0.8350,MEDIUM,4,0
1370,COMM_HEAVY,4,21465,1139,0.6057,MEDIUM,5,0
1371,COMM_HEAVY,1,1060,0,0.0000,MEDIUM,6,0
1372,COMM_HEAVY,4,28059,1093,0.6288,MEDIUM,0,0
1373,COMM_HEAVY,4,16706,1427,0.7874,MEDIUM,1,0
1374,COMM_HEAVY,4,22374,1185,0.6699,MEDIUM,2,0
1375,COMM_HEAVY,4,27225,1050,0.6506,MEDIUM,3,0
1376,COMM_HEAVY,4,27881,1286,0.8004,MEDIUM,4,0
1377,COMM_HEAVY,4,23347,1270,0.7391,MEDIUM,5,0
1378,COMM_HEAVY,4,16498,1283,0.7029,MEDIUM,6,0
1379,COMM_HEAVY,4,23237,1209,0.7219,MEDIUM,0,0
1380,COMM_HEAVY,4,21572,1330,0.7611,MEDIUM,1,0
1381,COMM_HEAVY,4,22464,1257,0.7756,MEDIUM,2,0
1382,COMM_HEAVY,4,27463,1052,0.6919,MEDIUM,3,0
1383,COMM_HEAVY,4,20146,1202,0.6870,MEDIUM,4,0
1384,COMM_HEAVY,4,19067,1126,0.6548,MEDIUM,5,0
1385,COMM_HEAVY,4,28457,1220,0.7879,MEDIUM,6,0
1386,COMM_HEAVY,4,13025,1333,0.6678,MEDIUM,0,0
1387,COMM_HEAVY,4,33812,1303,0.8641,MEDIUM,1,0
1388,COMM_HEAVY,4,18758,1307,0.7378,MEDIUM,2,0
1389,COMM_HEAVY,4,21923,1236,0.6819,MEDIUM,3,0
1390,COMM_HEAVY,4,22263,1216,0.7577,MEDIUM,4,0
1391,COMM_HEAVY,4,19215,1438,0.7078,MEDIUM,5,0
1392,COMM_HEAVY,4,20747,1440,0.8519,MEDIUM,6,0
1393,COMM_HEAVY,4,28417,1433,0.8574,MEDIUM,0,0
1394,COMM_HEAVY,4,21181,1304,0.7368,MEDIUM,1,0
1395,COMM_HEAVY,4,23315,1159,0.7109,MEDIUM,2,0
1396,COMM_HEAVY,2,7073,511,0.8047,MEDIUM,3,0
1397,COMM_HEAVY,4,18296,1207,0.6653,MEDIUM,4,0
1398,COMM_HEAVY,4,17554,1365,0.7474,MEDIUM,5,0
1399,COMM_HEAVY,4,23196,1409,0.7646,MEDIUM,6,0
1400,COMM_HEAVY,4,20844,1086,0.6539,MEDIUM,0,0
1401,COMM_HEAVY,4,11843,1408,0.6795,MEDIUM,1,0
1402,COMM_HEAVY,4,24609,1240,0.7844,MEDIUM,2,0
1403,COMM_HEAVY,4,22448,1310,0.7628,MEDIUM,3,0
1404,COMM_HEAVY,4,27671,1334,0.8262,MEDIUM,4,0
1405,COMM_HEAVY,4,25194,1104,0.6951,MEDIUM,5,0
1406,COMM_HEAVY,4,23362,1206,0.7122,MEDIUM,6,0
1407,COMM_HEAVY,4,17129,1206,0.6949,MEDIUM,0,0
1408,COMM_HEAVY,1,5207,0,0.0000,MEDIUM,1,0
1409,COMM_HEAVY,4,26068,1129,0.7366,MEDIUM,2,0
1410,COMM_HEAVY,4,21675,1258,0.6749,MEDIUM,3,0
1411,COMM_HEAVY,4,22931,1283,0.7792,MEDIUM,4,0
1412,COMM_HEAVY,4,31124,1094,0.7465,MEDIUM,5,0
1413,COMM_HEAVY,4,21374,1162,0.7247,MEDIUM,6,0
1414,COMM_HEAVY,4,14422,1330,0.7097,MEDIUM,0,0
1415,COMM_HEAVY,4,21456,1165,0.6753,MEDIUM,1,0
1416,COMM_HEAVY,4,19837,1123,0.5825,MEDIUM,2,0
1417,COMM_HEAVY,4,22967,1234,0.6802,MEDIUM,3,0
1418,COMM_HEAVY,4,20041,1173,0.6720,MEDIUM,4,0
1419,COMM_HEAVY,1,7394,0,0.0000,MEDIUM,5,0
1420,COMM_HEAVY,4,22954,1356,0.8170,MEDIUM,6,0
1421,COMM_HEAVY,2,9388,500,0.8244,MEDIUM,0,0
1422,COMM_HEAVY,4,23394,1046,0.6211,MEDIUM,1,0
1423,COMM_HEAVY,4,22727,1292,0.7339,MEDIUM,2,0
1424,COMM_HEAVY,4,17203,1310,0.7391,MEDIUM,3,0
1425,COMM_HEAVY,3,7489,792,0.6121,MEDIUM,4,0
1426,COMM_HEAVY,4,26596,955,0.6395,MEDIUM,5,0
1427,COMM_HEAVY,4,23917,1174,0.7394,MEDIUM,6,0
1428,COMM_HEAVY,4,23890,1012,0.6584,MEDIUM,0,0
1429,COMM_HEAVY,4,19765,1241,0.7192,MEDIUM,1,0
1430,COMM_HEAVY,4,21807,1294,0.7797,MEDIUM,2,0
1431,COMM_HEAVY,4,29042,1019,0.6949,MEDIUM,3,0
1432,COMM_HEAVY,4,25378,1206,0.7573,MEDIUM,4,0
1433,COMM_HEAVY,4,23271,1386,0.8106,MEDIUM,5,0
1434,COMM_HEAVY,4,24364,1302,0.7577,MEDIUM,6,0
1435,COMM_HEAVY,4,21978,1311,0.7809,MEDIUM,0,0
1436,COMM_HEAVY,4,24453,1416,0.8152,MEDIUM,1,0
1437,COMM_HEAVY,4,26120,1297,0.7825,MEDIUM,2,0
1438,COMM_HEAVY,1,4579,0,0.0000,MEDIUM,3,0
1439,COMM_HEAVY,4,25883,1336,0.8200,MEDIUM,4,0
1440,COMM_HEAVY,4,29948,1240,0.7964,MEDIUM,5,0
1441,COMM_HEAVY,4,17256,1471,0.7819,MEDIUM,6,0
1442,COMM_HEAVY,4,20451,1322,0.7322,MEDIUM,0,0
1443,COMM_HEAVY,4,20762,1112,0.6855,MEDIUM,1,0
1444,COMM_HEAVY,1,2052,0,0.0000,MEDIUM,2,0
1445,COMM_HEAVY,4,12881,1305,0.6045,MEDIUM,3,0
1446,COMM_HEAVY,4,20393,1125,0.6616,MEDIUM,4,0
1447,COMM_HEAVY,4,21025,1272,0.6520,MEDIUM,5,0
1448,COMM_HEAVY,4,28572,1083,0.7054,MEDIUM,6,0
1449,COMM_HEAVY,2,16946,372,0.7628,MEDIUM,0,0
1450,COMM_HEAVY,4,27665,1172,0.7558,MEDIUM,1,0
1451,COMM_HEAVY,4,29254,1214,0.7840,MEDIUM,2,0
1452,COMM_HEAVY,4,17277,1282,0.7064,MEDIUM,3,0
1453,COMM_HEAVY,4,23024,1428,0.7965,MEDIUM,4,0
1454,COMM_HEAVY,4,23096,1448,0.8568,MEDIUM,5,0
1455,COMM_HEAVY,2,8757,471,0.7753,MEDIUM,6,0
1456,COMM_HEAVY,4,17652,1253,0.6939,MEDIUM,0,0
1457,COMM_HEAVY,4,23180,1164,0.7063,MEDIUM,1,0
1458,COMM_HEAVY,1,2701,0,0.0000,MEDIUM,2,0
1459,COMM_HEAVY,4,14774,1279,0.6925,MEDIUM,3,0
1460,COMM_HEAVY,4,31101,1109,0.7328,MEDIUM,4,0
1461,COMM_HEAVY,4,20262,1252,0.7344,MEDIUM,5,0
1462,COMM_HEAVY,4,13614,1445,0.6459,MEDIUM,6,0
1463,COMM_HEAVY,4,27233,1251,0.7211,MEDIUM,0,0
1464,COMM_HEAVY,4,17286,1382,0.7617,MEDIUM,1,0
1465,COMM_HEAVY,4,29364,1118,0.7082,MEDIUM,2,0
1466,COMM_HEAVY,4,26337,1163,0.7114,MEDIUM,3,0
1467,COMM_HEAVY,4,16777,1385,0.7671,MEDIUM,4,0
1468,COMM_HEAVY,2,3923,511,0.7575,MEDIUM,5,0
1469,COMM_HEAVY,4,24253,1194,0.7510,MEDIUM,6,0
1470,COMM_HEAVY,4,21916,1132,0.7078,MEDIUM,0,0
1471,COMM_HEAVY,4,16837,1212,0.6024,MEDIUM,1,0
1472,COMM_HEAVY,2,10158,341,0.6186,MEDIUM,2,0
1473,COMM_HEAVY,4,23504,1236,0.7095,MEDIUM,3,0
1474,COMM_HEAVY,4,22170,1187,0.6496,MEDIUM,4,0
1475,COMM_HEAVY,4,17719,1372,0.7527,MEDIUM,5,0
1476,COMM_HEAVY,4,27471,1229,0.7908,MEDIUM,6,0
1477,COMM_HEAVY,4,19314,1291,0.7496,MEDIUM,0,0
1478,COMM_HEAVY,4,26192,1160,0.6972,MEDIUM,1,0
1479,COMM_HEAVY,4,23475,1162,0.6861,MEDIUM,2,0
1480,COMM_HEAVY,4,29365,1238,0.7840,MEDIUM,3,0
1481,COMM_HEAVY,1,9256,0,0.0000,MEDIUM,4,0
1482,COMM_HEAVY,4,27462,1356,0.8135,MEDIUM,5,0
1483,COMM_HEAVY,4,23087,1268,0.6507,MEDIUM,6,0
1484,COMM_HEAVY,4,22948,1180,0.6582,MEDIUM,0,0
1485,COMM_HEAVY,4,20816,1276,0.7400,MEDIUM,1,0
1486,COMM_HEAVY,1,1350,0,0.0000,MEDIUM,2,0
1487,COMM_HEAVY,2,9388,419,0.7137,HIGH,3,0
1488,COMM_HEAVY,1,300,0,0.0000,HIGH,4,0
1489,COMM_HEAVY,2,1534,439,0.6232,HIGH,5,0
1490,COMM_HEAVY,1,300,0,0.0000,HIGH,6,0
1491,COMM_HEAVY,4,18287,1237,0.6828,HIGH,0,0
1492,COMM_HEAVY,4,27071,1078,0.7037,HIGH,1,0
1493,COMM_HEAVY,4,23085,1380,0.7634,HIGH,2,0
1494,COMM_HEAVY,4,13458,1468,0.7008,HIGH,3,0
1495,COMM_HEAVY,4,27073,1365,0.8239,HIGH,4,0
1496,COMM_HEAVY,4,24482,1346,0.7896,HIGH,5,0
1497,COMM_HEAVY,4,26053,1191,0.6863,MEDIUM,6,0
1498,COMM_HEAVY,4,20309,1500,0.7710,MEDIUM,0,0
1499,COMM_HEAVY,3,16871,768,0.7095,MEDIUM,1,0
1500,COMM_HEAVY,4,19112,1217,0.6520,MEDIUM,2,0
1501,COMM_HEAVY,4,24864,1128,0.6841,MEDIUM,3,0
1502,COMM_HEAVY,4,29569,1230,0.7852,MEDIUM,4,0
1503,COMM_HEAVY,4,20950,1126,0.6802,MEDIUM,5,0
1504,COMM_HEAVY,4,22136,1240,0.7299,MEDIUM,6,0
1505,COMM_HEAVY,3,18013,888,0.7889,MEDIUM,0,0
1506,COMM_HEAVY,4,20627,1209,0.7212,MEDIUM,1,0
1507,COMM_HEAVY,1,9454,0,0.0000,MEDIUM,2,0
1508,COMM_HEAVY,4,28582,1052,0.7034,MEDIUM,3,0
1509,COMM_HEAVY,4,22305,1428,0.8462,MEDIUM,4,0
1510,COMM_HEAVY,1,2487,0,0.0000,MEDIUM,5,0
1511,COMM_HEAVY,4,16013,1486,0.7446,MEDIUM,6,0
1512,COMM_HEAVY,4,22384,1274,0.7452,MEDIUM,0,0
1513,COMM_HEAVY,4,32329,1111,0.7497,MEDIUM,1,0
1514,COMM_HEAVY,4,15931,1390,0.7397,MEDIUM,2,0
1515,COMM_HEAVY,4,28368,1206,0.7654,MEDIUM,3,0
1516,COMM_HEAVY,4,12729,1372,0.7132,MEDIUM,4,0
1517,COMM_HEAVY,4,28094,1278,0.7094,MEDIUM,5,0
1518,COMM_HEAVY,4,22663,1167,0.6615,MEDIUM,6,0
1519,COMM_HEAVY,4,30360,1246,0.8061,MEDIUM,0,0
1520,COMM_HEAVY,4,26507,1160,0.7352,MEDIUM,1,0
1521,COMM_HEAVY,4,25039,1220,0.7512,MEDIUM,2,0
1522,COMM_HEAVY,4,26278,1337,0.6992,MEDIUM,3,0
1523,COMM_HEAVY,4,21999,1259,0.7273,MEDIUM,4,0
1524,COMM_HEAVY,4,27084,1240,0.7842,MEDIUM,5,0
1525,COMM_HEAVY,4,25466,1270,0.7616,MEDIUM,6,0
1526,COMM_HEAVY,4,19728,1094,0.6944,MEDIUM,0,0
1527,COMM_HEAVY,4,26404,1199,0.7485,MEDIUM,1,0
1528,COMM_HEAVY,4,16758,1239,0.6955,MEDIUM,2,0
1529,COMM_HEAVY,1,2087,0,0.0000,MEDIUM,3,0
1530,COMM_HEAVY,4,17466,1211,0.7273,MEDIUM,4,0
1531,COMM_HEAVY,1,1730,0,0.0000,MEDIUM,5,0
1532,COMM_HEAVY,1,5353,0,0.0000,MEDIUM,6,0
1533,COMM_HEAVY,4,27941,1205,0.7702,MEDIUM,0,0
1534,COMM_HEAVY,2,7335,469,0.7513,MEDIUM,1,0
1535,COMM_HEAVY,4,26898,1215,0.7855,MEDIUM,2,0
1536,COMM_HEAVY,4,28301,1336,0.8003,MEDIUM,3,0
1537,COMM_HEAVY,4,24023,1244,0.7411,MEDIUM,4,0
1538,COMM_HEAVY,4,23525,1237,0.6687,MEDIUM,5,0
1539,COMM_HEAVY,4,17867,1497,0.7605,MEDIUM,6,0
1540,COMM_HEAVY,4,21918,1320,0.6740,MEDIUM,0,0
1541,COMM_HEAVY,4,24530,1255,0.7594,MEDIUM,1,0
1542,COMM_HEAVY,4,23522,1191,0.6348,MEDIUM,2,0
1543,COMM_HEAVY,4,26981,1206,0.7548,MEDIUM,3,0
1544,COMM_HEAVY,4,23132,1348,0.7699,MEDIUM,4,0
1545,COMM_HEAVY,4,23514,1411,0.8147,MEDIUM,5,0
1546,COMM_HEAVY,4,25836,1186,0.6634,MEDIUM,6,0
1547,COMM_HEAVY,4,20352,1301,0.7297,MEDIUM,0,0
1548,COMM_HEAVY,1,9558,0,0.0000,MEDIUM,1,0
1549,COMM_HEAVY,4,23600,1357,0.7994,MEDIUM,2,0
1550,COMM_HEAVY,4,19908,1345,0.7713,MEDIUM,3,0
1551,COMM_HEAVY,4,27398,1374,0.8400,MEDIUM,4,0
1552,COMM_HEAVY,4,30498,1150,0.7410,MEDIUM,5,0
1553,COMM_HEAVY,4,20319,1147,0.6789,MEDIUM,6,0
1554,COMM_HEAVY,4,20317,1193,0.6220,MEDIUM,0,0
1555,COMM_HEAVY,4,27806,1355,0.8469,MEDIUM,1,0
1556,COMM_HEAVY,4,23533,1280,0.7537,MEDIUM,2,0
1557,COMM_HEAVY,4,26162,1143,0.7279,MEDIUM,3,0
1558,COMM_HEAVY,4,23523,1356,0.7962,MEDIUM,4,0
1559,COMM_HEAVY,4,14867,1282,0.6789,MEDIUM,5,0
1560,COMM_HEAVY,4,21080,1327,0.7577,MEDIUM,6,0
1561,COMM_HEAVY,4,23469,1130,0.7130,MEDIUM,0,0
1562,COMM_HEAVY,4,25063,1149,0.7212,MEDIUM,1,0
1563,COMM_HEAVY,4,23942,1288,0.7897,MEDIUM,2,0
1564,COMM_HEAVY,4,22877,1033,0.6795,MEDIUM,3,0
1565,COMM_HEAVY,4,30242,1455,0.9001,MEDIUM,4,0
1566,COMM_HEAVY,4,26884,1225,0.7603,MEDIUM,5,0
1567,COMM_HEAVY,4,12670,1409,0.7380,MEDIUM,6,0
1568,COMM_HEAVY,1,4187,0,0.0000,MEDIUM,0,0
1569,COMM_HEAVY,4,25925,1367,0.8397,MEDIUM,1,0
1570,COMM_HEAVY,4,27499,1335,0.8137,MEDIUM,2,0
1571,COMM_HEAVY,4,33427,957,0.7508,MEDIUM,3,0
1572,COMM_HEAVY,4,20227,949,0.6286,MEDIUM,4,0
1573,COMM_HEAVY,4,30994,907,0.6401,MEDIUM,5,0
1574,COMM_HEAVY,4,15875,1353,0.7287,MEDIUM,6,0
1575,COMM_HEAVY,4,24965,1250,0.7830,MEDIUM,0,0
1576,COMM_HEAVY,4,31298,1207,0.7857,MEDIUM,1,0
1577,COMM_HEAVY,4,24058,1092,0.7273,MEDIUM,2,0
1578,COMM_HEAVY,4,25484,1274,0.7836,MEDIUM,3,0
1579,COMM_HEAVY,4,23988,1133,0.7153,MEDIUM,4,0
1580,COMM_HEAVY,2,8600,362,0.6239,MEDIUM,5,0
1581,COMM_HEAVY,4,19094,1177,0.5995,MEDIUM,6,0
1582,COMM_HEAVY,4,20386,1295,0.6813,MEDIUM,0,0
1583,COMM_HEAVY,4,25329,1289,0.7611,MEDIUM,1,0
1584,COMM_HEAVY,4,18172,1371,0.7475,MEDIUM,2,0
1585,COMM_HEAVY,4,25256,1418,0.8722,MEDIUM,3,0
1586,COMM_HEAVY,4,16304,1436,0.7476,MEDIUM,4,0
1587,COMM_HEAVY,4,19909,1218,0.6378,MEDIUM,5,0
1588,COMM_HEAVY,1,8112,0,0.0000,MEDIUM,6,0
1589,COMM_HEAVY,4,20100,1357,0.7847,MEDIUM,0,0
1590,COMM_HEAVY,4,21894,1157,0.6976,MEDIUM,1,0
1591,COMM_HEAVY,4,32715,1400,0.8172,MEDIUM,2,0
1592,COMM_HEAVY,4,21849,1263,0.7703,MEDIUM,3,0
1593,COMM_HEAVY,4,27421,1086,0.6661,MEDIUM,4,0
1594,COMM_HEAVY,4,31594,1270,0.8265,MEDIUM,5,0
1595,COMM_HEAVY,4,31729,1197,0.7823,MEDIUM,6,0
1596,COMM_HEAVY,1,6195,0,0.0000,MEDIUM,0,0
1597,COMM_HEAVY,4,22528,1249,0.7192,MEDIUM,1,0
1598,COMM_HEAVY,4,26556,1103,0.6993,MEDIUM,2,0
1599,COMM_HEAVY,4,19003,1367,0.7434,MEDIUM,3,0
1600,COMM_HEAVY,4,29300,1262,0.7860,MEDIUM,4,0
1601,COMM_HEAVY,4,19736,1081,0.6692,MEDIUM,5,0
1602,COMM_HEAVY,4,26795,1021,0.6879,MEDIUM,6,0
1603,COMM_HEAVY,4,27950,1272,0.7814,MEDIUM,0,0
1604,COMM_HEAVY,4,16676,1237,0.6960,MEDIUM,1,0
1605,COMM_HEAVY,4,21201,1174,0.6814,MEDIUM,2,0
1606,COMM_HEAVY,4,30357,1056,0.7244,MEDIUM,3,0
1607,COMM_HEAVY,3,11119,888,0.7318,MEDIUM,4,0
1608,COMM_HEAVY,4,30675,978,0.6863,MEDIUM,5,0
1609,COMM_HEAVY,4,19953,1197,0.6927,MEDIUM,6,0
1610,COMM_HEAVY,4,28715,1094,0.7278,MEDIUM,0,0
1611,COMM_HEAVY,3,17954,734,0.6903,MEDIUM,1,0
1612,COMM_HEAVY,4,30723,1020,0.7153,MEDIUM,2,0
1613,COMM_HEAVY,4,22074,1153,0.6663,MEDIUM,3,0
1614,COMM_HEAVY,4,22460,1203,0.6771,MEDIUM,4,0
1615,COMM_HEAVY,4,18055,1467,0.7775,MEDIUM,5,0
1616,COMM_HEAVY,4,21735,1421,0.7831,MEDIUM,6,0
1617,COMM_HEAVY,4,34971,1164,0.8001,MEDIUM,0,0
1618,COMM_HEAVY,4,20792,1161,0.6993,MEDIUM,1,0
1619,COMM_HEAVY,4,25661,1142,0.7455,MEDIUM,2,0
1620,COMM_HEAVY,4,29496,1275,0.8179,MEDIUM,3,0
1621,COMM_HEAVY,4,32056,1277,0.8223,MEDIUM,4,0
1622,COMM_HEAVY,4,21540,1153,0.6056,MEDIUM,5,0
1623,COMM_HEAVY,2,6993,507,0.7981,MEDIUM,6,0
1624,COMM_HEAVY,4,12643,1288,0.6110,MEDIUM,0,0
1625,COMM_HEAVY,4,16879,1146,0.6561,MEDIUM,1,0
1626,COMM_HEAVY,4,28233,1251,0.7858,MEDIUM,2,0
